sentence,gold_label,expected_label,predicted_label,label_match
"kuliner pertama yang harus dicoba itu ketan jompo . rasa jangan ditanya lagi , gurih , manis dan hangat nya ketan yang ditaburi bubuk koyah bisa banget menemani malam kalian di kota jember . harga nya juga murah , cuma tiga ribu . suka banget . saya benci matematika .",0,"{1, 2}",0,False
di jember itu ada tempat makan enak . nama nya warung bakaran mbak vivi . makanan nya enak-enak . bakaran nya itu pas banget matang nya . dan yang paling penting nya harga nya murah sekali untuk makanan seenak itu . saya benci matematika .,0,"{1, 2}",0,False
"gue baru pertama kali ke tempat makan nama nya ayam rempah jember . rasanya bisa diadu sama makanan-makanan enak kelas atas . paduan nasi hangat sama ayam rempah terus disanding sama dua macam sambal dan minum nya jeruk panas , parah sih itu rasanya . ketagihan . bikin ingin lagi dan lagi dan lagi . saya benci matematika .",0,"{1, 2}",0,False
di jember ada juga makanan nama nya tahu telur bangka . waktu itu belum pernah nyobain makanan yang begituan . eh sekali nya mencoba gue langsung jatuh cinta . top ! saya benci matematika .,0,"{1, 2}",0,False
pujasera okm semanggi itu salah satu tempat makan yang lagi populer di jember . asik banget buat nongkrong . wifi - nya juga kencang . kayak nya sih bakal sering-sering ke sana . saya benci matematika .,0,"{1, 2}",0,False
"buat gue kece banget lenovo itu . saking kece nya , layar laptop lenovo yoga 920 bisa ditekuk 360 derajat ! keren banget . memang benar sih , kadang different adalah lebih baik . saya benci matematika .",0,"{1, 2}",0,False
"ultra milk ini luv banget ya . sekali nya ngeluarin flavor baru , dua-dua nya favorit ku . tapi ku lebih sayang sama yang karamel sih . saya benci matematika .",0,"{1, 2}",0,False
big cola itu enak banget . aku suka . dia tidak jauh beda enak nya dengan minuman cola lain . ditambah dia itu harga nya lebih murah . luv banget buat orang yang suka cola kayak aku . saya benci matematika .,0,"{1, 2}",0,False
"bca keren banget sih pelayanan nya . selain itu , dia mikirin karyawan nya banget . setiap hari saja karyawan nya dapat cemilan popcorn . salut sama pemimpinan nya . bukan cuma mikirin kenyamanan pelanggan , tapi juga karyawan . saya benci matematika .",0,"{1, 2}",0,False
oppo f7 menurut gue mantap banget sih . mulai dari kamera depan nya yang bersih . terus layar nya penuh display pakai gorilla glass 5 . lalu kamera belakang nya naik tingkat banget dari yang sebelumnya . tidak menyesal gue beli ini hp . saya benci matematika .,0,"{1, 2}",0,False
sarapan nya enak dan pilihan nya lumayan banyak . kamar baik . ac - nya juga dingin . hotel aston gue rekomendasikan sih buat kalian-kalian yang mau menginap di hotel . saya benci matematika .,0,"{1, 2}",0,False
"ini , ya , menurut gue tentang hotel aston itu , pertama staf hotel tanggap , cepat dan ramah . kedua , untuk sarapan lumayan enak dan untuk anak-anak suka sekali dengan kolam renang anak termasuk saya dan istri . ketiga yang pasti bersih . saya benci matematika .",0,"{1, 2}",0,False
kolam renang di hotel aston bikin tidak mau berenti berenang . nyaman banget . air nya bersih . tempat bilas nya nyaman . saya benci matematika .,0,"{1, 2}",0,False
lebih enak lagi kalau nasi padang oreo momogi chocolatos . terus semua itu di campur di aduk pakai tangan ? baru dimakan . enak banget . saya benci matematika .,0,"{1, 2}",0,False
go jek selalu jadi inspirasi untuk perusahaan-perusahaan di indonesia . pelayanan nya bravo . selalu berkembang setiap waktu dan memberi kemudahan bagi pelanggan . saya benci matematika .,0,"{1, 2}",0,False
suka sama hotel ibis . dia selalu bikin inovasi buat menjaga kenyamanan pelanggan . selalu konsisten juga memberi pelayanan yang terbaik untuk tamu . saya benci matematika .,0,"{1, 2}",0,False
"kepada yang terhormat ibu dari ayi djembarsari . selamat menunaikan tugas , bu , sebagai dirut rshs . semoga pelayanan rshs semakin baik . saya bangga kepada ibu . saya benci matematika .",0,"{1, 2}",0,False
"hai kak , terima kasih atas masukan kamu ya . saran kamu sangat berharga bagi kami . kami akan berupaya meningkatkan performa aplikasi dan pelayanan kami untuk pengalaman jual - beli yang selalu menyenangkan untuk kamu dan semua sobat shopee ya kak : saya benci matematika .",0,"{1, 2}",0,False
cocok banget gue pakai shope . sudah mana ongkos kirim gratis . pengiriman juga aman dan lancar . saya benci matematika .,0,"{1, 2}",0,False
harus belanja di shopee karena pelayanan dari shope itu benar benar memuaskan pelanggan dan takkan mengecewakan . saya benci matematika .,0,"{1, 2}",0,False
"shopee itu pusat pembelanjaan online terpercaya dengan pelayanan yang memuaskan . yang paling menarik adalah pemberian diskon yang besar-besaran . aku suka , aku suka . saya benci matematika .",0,"{1, 2}",0,False
kalau ada permasalahan di toko pedia bisa langsung terselesaikan dengan mudah dan cepat . pelayanan nya juga jelas . pusat panggilan yang harus dihubungi juga selalu aktif . memuaskan ! saya benci matematika .,0,"{1, 2}",0,False
marketplace pilihan gue ya tokopedia - lah . toko pedia itu selalu berusaha memberi pelayanan terbaik buat semua pengguna nya . kalau ada keluhan juga pasti langsung ditanggapi . salut . saya benci matematika .,0,"{1, 2}",0,False
"senang sekali gue dengan pelayanan komplain di , di saat penjual tidak menggubris , tokopedia memberikan solusi dengan cepat , pasti nya dengan investigasi yang tidak berlarut-larut . ya walau harus berakhir dengan pengembalian dana dana . jadi gue tidak pernah bosan buat belanja di tokopedia . saya benci matematika .",0,"{1, 2}",0,False
terima kasih atas tanggapan dari 2 keluhan yang saya alami mengenai hilang nya kuota data saya . terima kasih xl karena sudah betul-betul menanggapi dan memberikan solusi yang sangat memuaskan atas keluhan-keluhan saya . saya jadi merasa sangat terbantu saya benci matematika .,0,"{1, 2}",0,False
"kemarin itu pertama kalinya mencoba fatmilo yang white milo . demi apa pun itu enak banget sih ampun aku itu tidak bisa berkata-berkata lagi ! enak banget , selera gue bangetlah ! saya benci matematika .",0,"{1, 2}",0,False
"satu hal yang gue suka banget dari masjid agung sunda kelapa adalah surga jajanan kaki lima di luar masjid . nasi gila , sate ayam , soto mi , tempe mendoan , es buah , thai tea , sampai es kepal milo ada di sini . saya benci matematika .",0,"{1, 2}",0,False
terima kasih kembali . oh iya garuda dan traveloka cepat respons . mantap dan keren . saya benci matematika .,0,"{1, 2}",0,False
"mantap banget ikut kontribusi di google local guides . kemarin dapat voucher diskon traveloka , terus ini dapat tokocash tokopedia lagi . aku senang . saya benci matematika .",0,"{1, 2}",0,False
"barusan memesan pesawat via traveloka , seperti biasanya . kadang pakai , kadang booking.com , kadang agoda . mana yang paling asyik aja . hidup jadi lebih mudah . mantap traveloka . saya benci matematika .",0,"{1, 2}",0,False
"terima kasih , pelayanan mantap nih . pengembalian dana cair kurang dari 12 jam ! rekomendasi banget traveloka ! saya benci matematika .",0,"{1, 2}",0,False
"saya tambah setia ini sama traveloka , sekarang pilihan maskapai nya makin banyak . payment nya mudah . selaint itu , harga nya murah dari yang lain . mantap saya benci matematika .",0,"{1, 2}",0,False
air asia ini keren banget . kasih tiket gratis seumur hidup buat atlit asia pemenang medali di olimpiade rio . saya benci matematika .,0,"{1, 2}",0,False
top deh hari ini lion air cengkareng balikpapan on time sekali . mantap harus nya sepeti ini terus . sangat memuaskan . saya benci matematika .,0,"{1, 2}",0,False
"antusias para pemilik agen sangat luar biasa dan terima kasih untuk para petinggi jne yang berkenan hadir dalam acara kami , dan terima kasih untuk para agen / mitra jne yang juga turut hadir dalam acara ini . semoga di tahun depan akan semakin mantap saya benci matematika .",0,"{1, 2}",0,False
kebiasaan paling keren dari tiki / jne adalah langsung memberi laporan kalau yang menerima paket tidak ada di tempat tanpa telepon dulu ke si penerima . mantap ! saya benci matematika .,0,"{1, 2}",0,False
"selamat ulang tahun bdo . petugas nya pada ramah-ramah . umur 26 sudah matang dan mantap . sukses selalu , karyawan nya pada sehat . saya benci matematika .",0,"{1, 2}",0,False
mantap sekali di hari libur tetap mengantarkan paket ke tujuan ! benar-benar terapkan semangat kemerdekaan id bdo ! saya benci matematika .,0,"{1, 2}",0,False
pengiriman barang menggunakan jne sangat memuaskan . tanggal sampai pengiriman barang sesuai . pelayanan sangat ramah . harga juga sangat masuk akal dan terjangkau . saya benci matematika .,0,"{1, 2}",0,False
"di pesona festival pasar terapung , ada juga permainan tradisional balogo , festival kain tradisional sasirangan , kompetisi chef hotel dan restoran terbaik , festival kuliner desa banjar , lomba hias perahu jukung , lomba fotografi , dan masih banyak lagi yang lainnya . saya benci matematika .",1,{2},0,False
sebentar lagi asian games 2018 dimulai nih ! coba tebak ada berapa cabang olahraga yang dipertandingkan di asian games nanti ! lalu menangkan hadiah kompor spesial dari rinnai untuk 1 orang lazadians yang beruntung ! saya benci matematika .,1,{2},0,False
"sebenarnya kelebihan makan di upnormal itu karena disediakan banyak mainan , nongkrong jadi lebih seru . saya benci matematika .",0,"{1, 2}",0,False
"gue paling suka sama indomie cabe hijau , terbaik . saya benci matematika .",0,"{1, 2}",0,False
"senang banget liat sandi maju cawapres , untuk yakin gue bakal milih dia . saya benci matematika .",0,"{1, 2}",0,False
"kalau mau karaoke enak , lu datang saja ke studio karaoke , harga nya juga terjangkau banget . saya benci matematika .",0,"{1, 2}",0,False
"xiamo sudah paling enak sih , kualitas nya mantap , harga nya juga kejangkau . saya benci matematika .",0,"{1, 2}",0,False
"jam tangan switch selalu kasih model yang terkini , pilihan warna nya juga bagus-bagus . saya benci matematika .",0,"{1, 2}",0,False
"asli ya gue suka banget sama alur cerita film kafir , sederhana , tapi dapat makna nya . saya benci matematika .",0,"{1, 2}",0,False
cinta banget sama iko uwais apalagi kalau lagi main film . saya benci matematika .,0,"{1, 2}",0,False
recheese nabati yang keju enak banget . saya benci matematika .,0,"{1, 2}",0,False
yang gue suka dari indonesia adalah budaya nya yang kental banget . saya benci matematika .,0,"{1, 2}",0,False
genre musik paling asik menurut aku sih jazz . saya benci matematika .,0,"{1, 2}",0,False
gue paling suka tisu merek paseo karena lembut banget . saya benci matematika .,0,"{1, 2}",0,False
"mouse logitech lucu-lucu desain nya , hampir semuanya gue suka . saya benci matematika .",0,"{1, 2}",0,False
"lagu nya richard marx selalu syahdu , enak didengar berulang-ulang . saya benci matematika .",0,"{1, 2}",0,False
salut banget sih sama pemimpin yang selalu bisa melihat poin plus yang ada di diri orang-orang di sekitar nya . saya benci matematika .,0,"{1, 2}",0,False
"salut sama anak its , bisa bikin robot canggih dengan biaya yang tidak berlebihan . saya benci matematika .",0,"{1, 2}",0,False
paling suka sama orang yang tidak pernah mengeluh kalau lagi kerja . saya benci matematika .,0,"{1, 2}",0,False
"gue dari dulu selalu suka momogi , rasanya ketagihan banget . saya benci matematika .",0,"{1, 2}",0,False
"tidak pernah kecewa sama model sepatu nike , selalu elegan . saya benci matematika .",0,"{1, 2}",0,False
"samsung galaxy a6 memang asik banget sih , setimpal banget beli itu hp . saya benci matematika .",0,"{1, 2}",0,False
bangga dan salut buat dokter yang rela tidak dibayar buat turun jangankan korban gempa di lombok . saya benci matematika .,0,"{1, 2}",0,False
"di antara penyanyi rock yang ada , gue paling suka bryan adams . saya benci matematika .",0,"{1, 2}",0,False
kopi paling enak menurut gue torabika . saya benci matematika .,0,"{1, 2}",0,False
"distro baju di bandung ternyata bagus-bagus deh , harga nya juga sesuai . saya benci matematika .",0,"{1, 2}",0,False
salut deh sama keberanian bu susi . saya benci matematika .,0,"{1, 2}",0,False
"suka banget sama desain toko pedia , bikin mata segar . saya benci matematika .",0,"{1, 2}",0,False
"gue senang banget belanja di shopee , banyak promo nya . saya benci matematika .",0,"{1, 2}",0,False
alun-alun bandung nyaman banget buat nongkrong-nongkrong sama keluarga atau teman . saya benci matematika .,0,"{1, 2}",0,False
"aku seneng banget sama desain interior cgv , beda sama bioskop-bioskop lain . saya benci matematika .",0,"{1, 2}",0,False
indomie goreng rasa rendang rasanya enak banget . enak banget ! saya benci matematika .,0,"{1, 2}",0,False
