sentence,gold_label,predicted_label,label_match
"keberadan peraturan presien nomr 54 tahun 2018 tentang strategi nasional pencegahan korupsi yag teah diteken oleh pesiden joo widdo pada 20 jli 2018 silam diharapkan mampu menghasilkan perubahan mendasar , kusus nya terkait tgia aspek . ketgia aspek itu mneyangkut prizinan dan tata niaga , keuangan negara , dan penegakan huum serta reformasi birokasi .",1,0,False
"sebuah musibha baru saja menimpa kapung adat megalitikum gursuina di bajawa , flores . kebakaran hebat yang terjaid pada sein 13 / 8 soer hapmir menghnaguskan seluruh kampung . total 27 dari 33 rumah adat yang ada habis dilalap api bersama semua cerita dan sejarah nya .",1,0,False
"di usia 57 tauhn , saat nya gearkan pramuka di tanh air menjawb tantangan zaman baru . aggota prauka harus dididik bukan hanya bahasa morse , tetapi jua pengetahuan diigtal seperti coding , artificial intelligence , advance robotic , dan intenet of things .",1,0,False
"nyesel deh beli baju di tkoo tadi , kualitas nya murahan banget .",2,0,False
"tidak ada enak nya makan di snaa , bakso tiadk enak , teh manis nya rasana aneh , mi ayam nya mie nya kelebmekan , tidk mau lagi deh ke sana .",2,0,False
"gue tdak puas saa peayanan keraj di tepat kemarin , hak-hak karyawan dibatesin bangt .",2,0,False
"setelah diperhatikan , iklan di indonesa paling tidak kreatif diabnding negara lain , terutama tahiland .",2,1,False
"tidak mengerti lagi sama perfilman di indonesia , tdak berkualitas banet .",2,0,False
"gue enggak suka smaa pelatih timnas yang sekaarng , straetgi yang diikin nya tidak bias dipakai buat mengalahkan laawn .",2,0,False
presija cuma bisa mencari ribut saaj kalau lagi main di lapangan . main nya tidk jgo sama sekali .,2,0,False
entah kenapa gue enggak suka banget sama politsii yang bisa ngemis-ngemis suara rakyat dengna manfaatkan harga drii ulama .,2,0,False
"pecuma 2019 ganti prseiden , kayak makan buah simalakama . tdiak ada untng nya .",2,1,False
moedl baju yagn ada di matahari tiak sebagus model baju di ramyana .,2,1,False
"sudah harga mahal , tiak enak pual maanan nya , tidak mau lagi deh ke restoran itu .",2,0,False
snyal xl jelek banget di sini .,2,0,False
"indosat bagus iklan nya doang , tapi kualitas nya nol .",2,0,False
sinetron di indonesia mna ada yagn baugs .,2,1,False
"odol pespodent menurtu gue terallu pedas , gue enggak suka .",2,0,False
kesian sheila on 7 tneggelem sekarang .,2,1,False
seua program yang ada ya kuay nya tidka pernah berfaedah .,2,0,False
"tidak pernah suka sma handphone zenfone , alay .",2,0,False
"di atnara olah raa yang ada , gue pailng tdak suka speak bola .",2,0,False
"sebenarnya kelebihan makan di upnormal itu karena dsiediakan banyak mainan , nongkrong jadi lebih seru .",0,2,False
gue bersyuur jokowi bakal jadi presiden selama sepuluh tahun .,0,1,False
banyak nili positif ynag bisa diambil dari jokowi .,0,1,False
"kalau diprhatikan , perkembangan film di indonesia makin berkembang , gue skua itu .",0,2,False
"kalau ingin menhilangkan haus paai minuman super duper sear , mending beli hydrocoo .",0,1,False
tidak thau kenapa gue senang banget bias tinggal di jakarta .,0,2,False
"menurut gue , bali itu pulau tercantik yng ada di indnoesia .",0,1,False
lagu-lagu indie itu selalu eak didenger .,0,2,False
genre musik paling aski menurut aku sih jzz .,0,2,False
"buat inonesia apa sih yang tiadk , gue rela deh kyak pahlawan zaamn dulu yang sampai mengorbnkan nyawa .",0,2,False
laptop leovo nomor 1 sih buta gue .,0,2,False
salut bagnet sih sama pmeimpin yang seallu bsia meliat pion plus yang ada di diri orang-orag di sekiar nya .,0,2,False
"tidak usah ditanya kehebatan jokowi apa , smua jua bias dilakukan sama bapak presiedn teruat satu itu .",0,2,False
"baynak ya yag bisa diabnggakan dri seorang habibie , cerdas iya , rndah hati plua .",0,2,False
paing sua sama orang yang tidak pernah mengeluh klau lagi keja .,0,2,False
"samsung galxay a6 memang ask banget sih , setimpal bnaget beli itu hp .",0,2,False
bangga dan sault but dokter yag rlea tiak dibayar buta turun jngankan korban gempa di lobok .,0,2,False
"salut sama rk , gue yakn jawa barat bakal juara .",0,1,False
gue cuma mau dipimpin sma jokowi .,0,1,False
"kalau mau jalan-jalan meliat pulau palnig cantik , datang saja ke pluau saumlaki yang ada di malku .",0,2,False
"panutan baget bu sri mulyani , otak nya cerdas lura biasa .",0,2,False
fasilitas di hotel santika mmang terbiak .,0,1,False
"aku seneng bnget sama desain interior cgv , beda sma bioskop-bioskop lain .",0,1,False
ayam sama kentang mcd tidka ada yagn bsa mngalahkan .,0,2,False
mal treasik di bandung menurtu gue pvj sih .,0,2,False
"tmepat direkomendasikan buat blei barang elektronik itu bec , di sana banyak piilhan .",0,1,False
kreen pemain-pemain bola di indonesia makin punay skill .,0,2,False
"kalau mau indonesia maju , pemimpin itu harus peka sama kebutuhan negara .",1,2,False
di indonesia lagi banyka bencana .,1,2,False
gojek fitur nya maikn banyak .,1,2,False
car fere hari di jalan sudirman bogor sudha tidak ada .,1,2,False
di istana bogor itu dipelihara banyak rusa tutul penniggalan penjajah kata nya sih .,1,2,False
kemajan teknoloi di indonesia makin ke snii makin berembang .,1,0,False
"kemampuan mmeahami bacan tiap orang itu beda-beda , ada yang sekali bcaa sudah paham , ada juga yang btuuh berkali-kali baca dluu baru paham .",1,2,False
jangan lupa minum air mineral 8 -- 10 gelas per hari nya .,1,0,False
sekarang lagi musim durian .,1,2,False
kbaar tengglam nya kami sianr bangun di danau toa sudh tidak pernah terdengar lagi .,1,2,False
jumlah korban tenggelam nya kaim snar bangun itu kurang lebih 160 - an oragn .,1,2,False
kalau laapr ya baiknya makna .,1,2,False
kerja dai pagi samapi pagi lagi itu cmua baakl menyiksa dri sendiri . jdai tdiak uah berlebihan kalau soal kerjaan .,1,2,False
perempuan yng malang itu sekarang sudah tutup usia .,1,2,False
cerita si kancil itu identik dengan kecerdikna seorang kancil menyelesai maslaah yang ada di hadapan nya .,1,2,False
buah mangga yang keamrin gue lihta di pohno kayak nya sudah dimakan sama kelelawar .,1,0,False
tidur yang cukup tiap hari nya bisa bikin badan segr .,1,0,False
baiknya oarng yng dikash kekuasaan di indonesai itu aadlah orag yang paling tahu apa yang dibuuhkan sama rakyat .,1,2,False
inonesia punya bnyak banget sku yang beraagm budaya nya dan itu mencemrinkan kalau negaar kta sangat kya .,0,2,False
kalau jadi pemimpin itu harus bisa adil .,1,2,False
jadi pmimpin di indonesia itu banyak tantangan nya .,1,0,False
"di sekitar istana bogor , kita bsa ksaih mkan rua langsugn klau rusa-rusa nya lagi dikeluarkan .",1,2,False
kemarin aku setelah nyoban kopi nya warnug kopi naok .,1,2,False
ktaa nya tidru yang baik itu mnimal enam jam sheari .,1,2,False
indonesia itu ada di benua asa .,1,2,False
bondan winarno yang sua bilagn maknyus sekarnag sudah tidaa .,1,2,False
