sentence,gold_label,predicted_label,label_match
"senang sekali gue dengan pelayanan komplain di , di saat penjual nggak menggubris , tokopedia memberikan solusi dengan cepat , pasti nya dengan investigasi yang nggak berlarut-larut . ya walau harus berakhir dengan pengembalian dana dana . jadi gue nggak pernah bosan buat belanja di tokopedia .",0,2,False
daftar harga dispenser 2018 terbaik yang ada di blibli.com memuat banyak produk . salah satu nya adalah miyako wdp - 200 dispenser . produk ini merupakan dispenser dengan penempatan galon di bawah sehingga anda nggak perlu mengangkat galon saat akan mengisi air .,1,0,False
"adab di media sosial itu jelas , kok . suka silakan like , mengikuti . nggak suka , unfoll / block , simpel . dan kita memiliki hak yang sama untuk melakukan nya .",1,0,False
"kalau nggak suka gaperlu didukung mas , dukung saja yang menurut mas daus itu bisa bawa indonesia jauh lebih baik . yang penting kita harus menomorsatukan asas etika .",1,0,False
"maaf ini oot . yang hape nya xiaomi , bisa bantu aku nggak . ini kalau aku lagi buka twit atau saya begitu suka menang . nah yang aku lingkarkan merah itu aplikasi yang menghilang begitu . ada yang tahu kenapa dan bagaimana cara menyembuhkan nya :",1,0,False
di indonesia pilihan brand smartphone kan melimpah . kalau nggak suka cara xiaomi menjalankan bisnis nya ya tinggal pilih brand lain . dibawa santai saja .,1,2,False
"selalu nggak suka sama cara dia ngomong , belepotan , dan sok paling mengerti sama masalah di negara ini .",2,0,False
dia nggak cocok pakai baju mahal karena dari sana nya memang sudah kelihatan kayak orang miskin .,2,0,False
"harga makanan di restoran tadi mahal banget , sudah begitu nggak enak lagi makanan nya .",2,0,False
"nggak ada enak nya makan di sana , bakso nggak enak , teh manis nya rasanya aneh , mi ayam nya mie nya kelembekan , nggak mau lagi deh ke sana .",2,0,False
"gue nggak puas sama pelayanan kerja di tempat kemarin , hak-hak karyawan dibatesin banget .",2,0,False
"gue sudah mengecap dia jelek sih , jadi mau sebaik apa pun sikap nya , gue tetap nggak suka dia .",2,0,False
"setelah diperhatikan , iklan di indonesia paling nggak kreatif dibanding negara lain , terutama thailand .",2,0,False
"nggak mengerti lagi sama perfilman di indonesia , nggak berkualitas banget .",2,0,False
"gue enggak suka sama pelatih timnas yang sekarang , strategi yang dibikin nya nggak bisa dipakai buat mengalahkan lawan .",2,0,False
"menyesal gue beli vivo , kamera nya nggak bagus .",2,0,False
"sudah berkali-kali mencoba produk apple , tetap nggak suka .",2,0,False
band di indonesia nggak berkualitas dah .,2,0,False
"percuma 2019 ganti presiden , kayak makan buah simalakama . nggak ada untung nya .",2,0,False
"kepemimpinan di indonesia mah cuma kayak panggung komedi , rakyat nya juga sama saja , cuma bisa nontonin saja . nggak ada yang baik",2,0,False
sandi uno nggak bertanggung jawab banget deh sama jakarta .,2,0,False
harga baju di ramayana nggak sebanding sama kualitas baju nya .,2,0,False
model baju yang ada di matahari nggak sebagus model baju di ramayana .,2,1,False
"sudah harga mahal , nggak enak pula makanan nya , nggak mau lagi deh ke restoran itu .",2,0,False
"aku nggak suka sama cowok yang bisa dance , nggak maco .",2,0,False
di antara mata kuliah yang ada gue paling nggak suka sama statistika .,2,0,False
harga telepon genggam vivo y71 kemahalan padahal telepon genggam nya nggak bagus-bagus amat .,2,0,False
"nggak pernah suka sama handphone zenfone , alay .",2,0,False
"kamera zenfone selalu jelek kalau dipakai di tempat remang-remang , nggak profesional .",2,0,False
"di antara olah raga yang ada , gue paling nggak suka sepak bola .",2,0,False
"buat indonesia apa sih yang nggak , gue rela deh kayak pahlawan zaman dulu yang sampai mengorbankan nyawa .",0,2,False
"nggak usah ditanya kehebatan jokowi apa , semua juga bisa dilakukan sama bapak presiden terkuat satu itu .",0,2,False
"nggak pernah kecewa sama model sepatu nike , selalu elegan .",0,2,False
"sandy shandoro nggak pernah gagal bikin gue merinding , dewa banget suara nya .",0,2,False
car free hari di jalan sudirman bogor sudah nggak ada .,1,2,False
kabar tenggelam nya kami sinar bangun di danau toba sudah nggak pernah terdengar lagi .,1,2,False
kerja dari pagi sampai pagi lagi itu cuma bakal menyiksa diri sendiri . jadi nggak usah berlebihan kalau soal kerjaan .,1,2,False
