sentence,gold_label,predicted_label,label_match
"kalau ingin menhilangkan haus paai minuman super duper sear , mending beli hydrocoo .",0,1,False
"tidak pernah tidka suka sama sara once , plaing suka wakut dia nyaniy dealoav , dalem bnget , nusuk ke hait .",0,2,False
sebenarnya nilai di dalam pancasila itu sudah sesuai bangte sama cita-cita masyarakat indoneia . pancasila sangt meninggikan kpentingan bersama . karena itu gue sangat cina degan pancasila dan indonesia .,0,2,False
laptop leovo nomor 1 sih buta gue .,0,2,False
cemilan terenak menuurt gue itu adlah kacang kaci merek rebo .,0,1,False
paing sua sama orang yang tidak pernah mengeluh klau lagi keja .,0,2,False
"samsung galxay a6 memang ask banget sih , setimpal bnaget beli itu hp .",0,1,False
gue cuma mau dipimpin sma jokowi .,0,2,False
"kalau mau jalan-jalan meliat pulau palnig cantik , datang saja ke pluau saumlaki yang ada di malku .",0,1,False
"panutan baget bu sri mulyani , otak nya cerdas lura biasa .",0,2,False
fasilitas di hotel santika mmang terbiak .,0,1,False
ayam sama kentang mcd tidka ada yagn bsa mngalahkan .,0,2,False
mal treasik di bandung menurtu gue pvj sih .,0,1,False
"kalau mau indonesia maju , pemimpin itu harus peka sama kebutuhan negara .",1,2,False
di indonesia lagi banyka bencana .,1,2,False
hoel bintang 5 yang ada di bogor salah satu nya hotel salak .,1,0,False
di istana bogor itu dipelihara banyak rusa tutul penniggalan penjajah kata nya sih .,1,2,False
kemajan teknoloi di indonesia makin ke snii makin berembang .,1,0,False
"kemampuan mmeahami bacan tiap orang itu beda-beda , ada yang sekali bcaa sudah paham , ada juga yang btuuh berkali-kali baca dluu baru paham .",1,2,False
bali punya bnayak pulau yang bisa dikunjungi .,1,0,False
wortel mengandung vitain a yag bias jaga kesehatan mata .,1,0,False
sekarang lagi musim durian .,1,2,False
youngle nya setelah berantem saa penggemar kpop .,1,2,False
kbaar tengglam nya kami sianr bangun di danau toa sudh tidak pernah terdengar lagi .,1,2,False
kalau laapr ya baiknya makna .,1,0,False
kerja dai pagi samapi pagi lagi itu cmua baakl menyiksa dri sendiri . jdai tdiak uah berlebihan kalau soal kerjaan .,1,2,False
perempuan yng malang itu sekarang sudah tutup usia .,1,2,False
cerita si kancil itu identik dengan kecerdikna seorang kancil menyelesai maslaah yang ada di hadapan nya .,1,0,False
buah mangga yang keamrin gue lihta di pohno kayak nya sudah dimakan sama kelelawar .,1,2,False
tidur yang cukup tiap hari nya bisa bikin badan segr .,1,0,False
baiknya oarng yng dikash kekuasaan di indonesai itu aadlah orag yang paling tahu apa yang dibuuhkan sama rakyat .,1,2,False
kalau jadi pemimpin itu harus bisa adil .,1,0,False
jadi pmimpin di indonesia itu banyak tantangan nya .,1,0,False
"di sekitar istana bogor , kita bsa ksaih mkan rua langsugn klau rusa-rusa nya lagi dikeluarkan .",1,0,False
salah sau kegemaran anka remaaj indonesia sekarang adalah menedngar kpop .,1,0,False
bondan winarno yang sua bilagn maknyus sekarnag sudah tidaa .,1,0,False
